t  net  edges  BIC
25  36  432  236216.376847619
25  37  432  236244.771599792
25  38  437  236198.300165386
25  39  435  236186.351409148
25  40  432  236234.651211859
25  41  427  236200.62834248
25  42  434  236159.085996183
25  43  433  236192.409327854
25  44  427  236271.695843591
25  45  425  236153.815466248
25  46  428  236227.343886907
25  47  434  236256.887171505
25  48  432  236212.295296376
25  49  432  236190.696721594
25  50  435  236177.987418367
25  51  437  236207.032195058
25  52  436  236304.482865327
25  53  435  236198.187909871
25  54  430  236190.014893341
25  55  437  236258.448909104
25  56  433  236179.033376632
25  57  430  236227.987283788
25  58  432  236212.186878543
25  59  436  236186.617816327
25  60  432  236224.034505195
25  61  435  236238.852996203
25  62  433  236240.286768786
25  63  430  236194.658235614
25  64  432  236174.424834857
25  65  432  236166.645460961
25  66  437  236174.499166841
25  67  435  236165.502621194
25  68  434  236226.087164991
25  69  434  236251.167967605
25  70  436  236260.136737589
25  71  434  236176.320376319
25  72  437  236179.117965139
25  73  434  236228.602858825
25  74  427  236220.029328293
25  75  433  236205.115971539
25  76  430  236211.737480752
25  77  429  236168.265431468
25  78  435  236245.743744851
25  79  430  236247.946195753
25  80  433  236224.895048523
25  81  434  236233.626677413
25  82  436  236213.965104862
25  83  437  236244.840818355
25  84  430  236245.861705516
25  85  433  236202.092489995
25  86  432  236246.077616854
25  87  437  236249.681714949
25  88  434  236156.482458538
25  89  431  236216.683480177
25  90  435  236179.895632308
25  91  433  236187.866797785
25  92  431  236192.079312347
25  93  435  236160.058224774
25  94  435  236184.249312186
25  95  431  236168.022644269
25  96  438  236194.015639092
25  97  434  236251.097019115
25  98  433  236202.989481588
25  99  428  236226.895426878
25  100  431  236180.044548711
25  101  429  236190.336125765
25  102  430  236200.494421748
25  103  433  236219.893707705
25  104  436  236178.700773866
25  105  435  236227.016052071
25  106  431  236204.063578754
25  107  438  236221.640275658
25  108  437  236206.000090434
25  109  440  236261.568320447
25  110  431  236201.496876158
25  111  432  236253.268431629
25  112  437  236239.69043631
25  113  435  236176.558132346
25  114  435  236184.286914152
25  115  437  236188.638319989
25  116  435  236242.61655041
25  117  433  236229.99458226
25  118  436  236232.320463701
25  119  439  236226.941813816
25  120  432  236188.422825399
25  121  436  236190.902402722
25  122  431  236217.996953978
25  123  441  236281.992352753
25  124  433  236246.113449727
25  125  438  236201.028209974
25  126  431  236246.330238443
25  127  434  236251.88816658
26  0  431  236216.678171448
26  1  431  236256.159127167
26  2  433  236190.753369764
26  3  436  236215.278547658
26  4  436  236229.495600265
26  5  436  236232.779619322
26  6  432  236226.359534743
26  7  432  236197.471257228
26  8  434  236165.024335744
26  9  435  236153.364544484
26  10  435  236169.134220003
26  11  434  236196.616070271
26  12  436  236192.899327198
26  13  436  236217.934708105
26  14  434  236202.157712688
26  15  434  236173.983315697
26  16  434  236241.888151314
26  17  429  236189.869317543
26  18  434  236248.681390517
26  19  433  236185.924527763
26  20  425  236245.048143849
26  21  431  236250.954938682
26  22  433  236214.350626529
26  23  435  236222.128305461
26  24  428  236240.874541301
26  25  435  236194.069234377
26  26  437  236226.32030683
26  27  431  236232.998443986
26  28  433  236155.413640399
26  29  433  236230.993377556
26  30  434  236243.884740334
26  31  429  236230.620948126
26  32  435  236195.393519506
26  33  430  236182.669500977
26  34  437  236192.163619411
26  35  436  236207.144983858
26  36  433  236202.689609774
26  37  431  236232.402876846
26  38  437  236203.800613026
26  39  438  236188.496539375
26  40  435  236230.563248773
26  41  427  236194.295008534
26  42  435  236181.955257915
26  43  435  236220.316059903
26  44  428  236277.445752858
26  45  426  236161.926599666
26  46  430  236225.073608603
26  47  431  236246.295647718
26  48  434  236214.350807692
26  49  437  236206.701080661
26  50  434  236175.500550977
26  51  436  236216.871887529
26  52  433  236290.087651239
26  53  436  236212.052351855
26  54  428  236198.494566623
26  55  437  236252.524865646
26  56  434  236201.288342743
26  57  430  236232.261646021
26  58  432  236201.401628429
26  59  437  236193.290418197
26  60  432  236240.802812031
26  61  436  236243.948748838
26  62  432  236232.369082499
26  63  431  236199.614217283
26  64  434  236185.947316085
26  65  430  236168.615162923
26  66  435  236173.558126716
26  67  436  236177.779667889
26  68  432  236206.859259349
26  69  435  236250.155472613
26  70  435  236266.364192077
26  71  433  236175.841081598
26  72  435  236182.15765012
26  73  430  236204.134808137
26  74  427  236224.004447657
26  75  436  236204.663414821
26  76  431  236222.310456296
26  77  431  236162.719884307
26  78  436  236253.910912563
26  79  431  236257.391830241
26  80  434  236223.511917627
26  81  432  236221.683600641
26  82  436  236215.302384969
26  83  436  236236.175767333
26  84  428  236233.276665662
26  85  434  236200.727242477
26  86  433  236264.44226645
26  87  439  236223.208858844
26  88  435  236149.606987206
26  89  432  236225.288811174
26  90  435  236164.9790955
26  91  430  236195.063587967
26  92  431  236167.892474491
26  93  434  236154.85455821
26  94  435  236198.767000795
26  95  434  236162.056013642
26  96  435  236185.519053392
26  97  433  236262.969013782
26  98  428  236199.243135706
26  99  435  236245.818563884
26  100  430  236185.405539108
26  101  430  236196.701974106
26  102  430  236202.495038417
26  103  434  236226.318237847
26  104  438  236182.050242145
26  105  430  236234.866352297
26  106  430  236208.385624273
26  107  436  236219.180237674
26  108  438  236214.688055297
26  109  437  236279.237837414
26  110  433  236197.881602343
26  111  429  236249.289172088
26  112  439  236243.568270261
26  113  439  236192.673081275
26  114  435  236177.47656389
26  115  438  236175.943894961
26  116  434  236231.507061523
26  117  434  236214.125856644
26  118  438  236240.000168271
26  119  439  236217.506106463
26  120  433  236192.815873866
26  121  437  236191.906522238
26  122  434  236226.760289984
26  123  440  236265.712660935
26  124  436  236267.05767559
26  125  438  236200.385744696
26  126  431  236253.570234391
26  127  434  236256.093093951
27  0  432  236220.983903764
27  1  429  236262.120121141
27  2  434  236185.216031976
27  3  436  236198.496621825
27  4  437  236238.268273994
27  5  439  236218.777833568
27  6  434  236211.499887755
27  7  433  236208.78591764
27  8  431  236156.128643107
27  9  436  236164.050989588
27  10  435  236169.738554422
27  11  439  236198.689112784
27  12  436  236181.973254369
27  13  437  236212.405920996
27  14  433  236207.733740547
27  15  433  236170.205415897
27  16  435  236234.549478611
27  17  429  236193.217484245
27  18  431  236221.22923814
27  19  435  236189.303751517
27  20  430  236268.995858284
27  21  432  236242.718175651
27  22  429  236200.277591546
27  23  435  236229.501488774
27  24  433  236253.293399154
27  25  433  236196.814690519
27  26  432  236230.517089176
27  27  435  236234.539885546
27  28  433  236170.655413898
27  29  434  236221.276179993
27  30  433  236242.042413713
27  31  429  236247.997449599
27  32  436  236189.659726688
27  33  428  236181.801133855
27  34  433  236184.659135139
27  35  436  236207.54228874
27  36  433  236207.360116228
27  37  431  236225.122828467
27  38  432  236213.187874494
27  39  436  236188.967993845
27  40  434  236224.552936142
27  41  429  236195.130767448
27  42  435  236186.929591842
27  43  432  236213.078686211
27  44  431  236271.349228468
27  45  429  236163.967626028
27  46  428  236208.710673836
27  47  436  236238.971797509
27  48  434  236210.230275647
27  49  434  236212.471210227
27  50  432  236176.583513864
27  51  435  236208.451095172
27  52  431  236279.719235768
27  53  431  236215.985799861
27  54  431  236192.548934555
27  55  437  236257.063770085
27  56  433  236212.18374529
27  57  432  236216.605623652
27  58  428  236204.926655041
27  59  436  236189.302954776
27  60  432  236235.15179256
27  61  437  236230.817738228
27  62  429  236236.159852371
27  63  434  236195.623502409
27  64  434  236165.877954343
27  65  431  236182.974054108
27  66  436  236203.518137954
27  67  435  236162.274165436
27  68  429  236188.560591323
27  69  433  236226.921755524
27  70  432  236281.490896544
27  71  433  236179.496179111
27  72  435  236186.495067218
27  73  430  236213.603903417
27  74  427  236218.212932606
27  75  436  236207.759881182
27  76  429  236207.626567758
27  77  435  236174.985524089
27  78  438  236255.447659515
27  79  432  236264.340694043
27  80  434  236212.562742605
27  81  432  236212.777914599
27  82  435  236226.974835686
27  83  433  236223.201242016
27  84  430  236259.224828184
27  85  433  236207.482851485
27  86  433  236273.992186872
27  87  435  236226.786356827
27  88  433  236130.230665798
27  89  433  236210.229363399
27  90  437  236168.471123731
27  91  434  236188.06158441
27  92  433  236178.97722069
27  93  431  236143.535353531
27  94  435  236210.737539632
27  95  433  236172.843348662
27  96  434  236180.666017878
27  97  436  236260.891714058
27  98  429  236203.315764052
27  99  435  236240.21564
27  100  434  236171.697533128
27  101  429  236184.197845375
27  102  430  236203.161828987
27  103  434  236219.178146444
27  104  438  236174.426490976
27  105  432  236215.5989909
27  106  428  236198.881564782
27  107  434  236215.469193561
27  108  436  236212.229956694
27  109  439  236263.749416356
27  110  432  236197.302431533
27  111  432  236254.666987328
27  112  438  236232.651369758
27  113  436  236196.982341225
27  114  437  236157.382572444
27  115  432  236175.774668996
27  116  434  236220.328525068
27  117  435  236221.935504416
27  118  437  236222.494510153
27  119  438  236215.17429919
27  120  436  236197.207917667
27  121  434  236202.273897577
27  122  437  236214.658560477
27  123  438  236255.648094738
27  124  437  236279.687657322
27  125  438  236218.754156096
27  126  435  236244.833961209
27  127  435  236252.065307601
28  0  431  236227.959540136
28  1  431  236259.273229323
28  2  429  236181.865682804
28  3  440  236202.581440011
28  4  438  236229.288397584
28  5  434  236225.94538825
28  6  435  236229.166018667
28  7  432  236191.184085597
28  8  432  236160.705711902
28  9  434  236158.905014465
28  10  432  236175.662655798
28  11  438  236195.145238165
28  12  432  236186.746651972
28  13  436  236230.902223833
28  14  432  236202.120740299
28  15  434  236165.574090538
28  16  433  236217.853669798
28  17  431  236196.847490758
28  18  431  236223.26869225
28  19  435  236193.112389451
28  20  430  236257.159125011
28  21  432  236256.416841048
28  22  428  236201.113182199
28  23  436  236227.811573822
28  24  433  236247.329407888
28  25  433  236189.637199835
28  26  436  236215.966455696
28  27  435  236230.235004379
28  28  433  236170.541044813
28  29  435  236233.219968996
28  30  434  236237.573336425
28  31  430  236251.691871082
28  32  434  236176.626234466
28  33  431  236178.475163091
28  34  435  236168.429608347
28  35  436  236200.519769258
28  36  432  236193.665529675
28  37  430  236222.200706467
28  38  436  236206.278429019
28  39  435  236190.305451138
28  40  434  236229.019612236
28  41  430  236193.308889251
28  42  431  236200.352281911
28  43  438  236219.531930354
28  44  428  236275.044240016
28  45  430  236155.779585636
28  46  426  236219.742779822
28  47  437  236242.082683381
28  48  435  236203.074130802
28  49  437  236217.885174179
28  50  432  236191.534263736
28  51  438  236225.315325732
28  52  431  236266.805697944
28  53  433  236206.893447223
28  54  430  236198.665833946
28  55  436  236247.06225085
28  56  436  236211.802635547
28  57  431  236239.261870245
28  58  435  236224.005101116
28  59  434  236200.723403475
28  60  433  236247.921559506
28  61  436  236246.398002158
28  62  434  236223.296983511
28  63  431  236198.937031393
28  64  433  236185.287479772
28  65  432  236172.485115865
28  66  439  236198.991408802
28  67  434  236166.968279958
28  68  429  236183.516265087
28  69  435  236236.669800696
28  70  432  236275.602892361
28  71  430  236168.9459429
28  72  435  236190.13701293
28  73  430  236202.790082792
28  74  432  236220.249277645
28  75  436  236210.710803793
28  76  429  236200.182223771
28  77  434  236198.974671843
28  78  437  236254.405862947
28  79  429  236241.358425896
28  80  437  236215.495247464
28  81  431  236208.816570352
28  82  438  236237.073739982
28  83  437  236211.680085123
28  84  429  236253.392664267
28  85  433  236182.604251274
28  86  433  236252.703962087
28  87  436  236226.476288783
28  88  433  236136.502718459
28  89  431  236216.211326582
28  90  438  236165.036582703
28  91  432  236175.478489822
28  92  434  236189.231182602
28  93  435  236153.367543523
28  94  434  236204.604779576
28  95  434  236168.512015048
28  96  436  236182.562778482
28  97  435  236267.865670276
28  98  431  236209.417284323
28  99  435  236229.423526817
28  100  434  236160.681354385
28  101  429  236197.104179343
28  102  435  236215.010389745
28  103  433  236210.918855931
28  104  436  236165.19585699
28  105  433  236218.349642163
28  106  429  236183.184288116
28  107  435  236224.169609291
28  108  436  236219.159254429
28  109  438  236258.858998275
28  110  433  236173.4682794
28  111  432  236262.342500626
28  112  440  236228.175046153
28  113  440  236187.003813731
28  114  434  236152.776621871
28  115  426  236179.873984486
28  116  429  236216.276696797
28  117  435  236237.336481828
28  118  436  236250.256278976
28  119  438  236193.973943167
28  120  433  236198.135513834
28  121  433  236197.714629563
28  122  432  236206.247166769
28  123  437  236259.039869179
28  124  435  236265.954231619
28  125  432  236207.355141397
28  126  434  236233.365615195
28  127  438  236245.793088683
29  0  433  236226.244945418
29  1  432  236251.287022379
29  2  429  236190.527737325
29  3  437  236178.011868389
29  4  437  236215.91242973
29  5  438  236224.454388185
29  6  432  236220.088773808
29  7  432  236180.400683212
29  8  430  236198.103276936
29  9  435  236164.580073279
29  10  433  236181.369464633
29  11  436  236183.349588615
29  12  430  236215.331542064
29  13  438  236235.320494676
29  14  431  236186.993333921
29  15  431  236166.330310057
29  16  432  236236.624785251
29  17  431  236224.932201259
29  18  432  236231.520411901
29  19  435  236184.135819359
29  20  428  236244.624420474
29  21  432  236247.144273268
29  22  429  236210.947527571
29  23  437  236233.758809615
29  24  435  236246.14511953
29  25  431  236199.467918545
29  26  435  236197.021949541
29  27  436  236245.621439183
29  28  434  236171.729945446
29  29  433  236238.200711157
29  30  434  236228.252819539
29  31  429  236224.634041283
29  32  437  236190.370723516
29  33  429  236158.402808489
29  34  433  236183.306170039
29  35  436  236207.378092226
29  36  435  236194.050903775
29  37  433  236223.555393179
29  38  437  236192.983149818
29  39  432  236168.76315621
29  40  434  236230.712575614
29  41  430  236175.671019803
29  42  431  236200.376628509
29  43  437  236209.026337782
29  44  428  236278.205613892
29  45  429  236156.301639449
29  46  429  236223.74579744
29  47  434  236253.059806184
29  48  435  236187.699048718
29  49  428  236200.548920198
29  50  432  236190.860394731
29  51  438  236226.345133204
29  52  433  236263.286141064
29  53  432  236210.7835148
29  54  433  236215.83587216
29  55  437  236242.0163653
29  56  434  236212.499052614
29  57  430  236227.281671612
29  58  432  236232.190882381
29  59  437  236208.588014362
29  60  434  236245.124851597
29  61  437  236251.678091954
29  62  433  236230.761305127
29  63  429  236188.247123962
29  64  433  236157.387223638
29  65  432  236187.38168214
29  66  438  236186.885989562
29  67  434  236159.369249581
29  68  427  236183.403220813
29  69  434  236228.888228669
29  70  435  236268.146083767
29  71  432  236174.075546642
29  72  435  236175.796694144
29  73  429  236219.38543673
29  74  434  236205.215767113
29  75  435  236209.620083102
29  76  430  236185.192640774
29  77  431  236183.554551821
29  78  437  236250.85161343
29  79  429  236228.483550199
29  80  437  236208.330207667
29  81  432  236209.263762173
29  82  437  236224.969520471
29  83  437  236211.157540798
29  84  430  236267.532959097
29  85  433  236184.610090644
29  86  435  236262.611412686
29  87  434  236246.721909152
29  88  433  236152.194550139
29  89  432  236223.576649075
29  90  438  236165.544493294
29  91  430  236197.477359846
29  92  434  236195.092399917
29  93  437  236148.231467957
29  94  433  236206.35826246
29  95  429  236183.57897027
29  96  436  236179.433024131
29  97  433  236261.851459156
29  98  432  236203.792994698
29  99  435  236217.847937058
29  100  434  236170.721139289
29  101  430  236197.322448079
29  102  434  236212.977808079
29  103  433  236214.003855368
29  104  437  236171.318177782
29  105  434  236230.821813599
29  106  430  236182.101513678
29  107  436  236230.288933979
29  108  435  236227.3182932
29  109  437  236260.451770834
29  110  429  236163.547450074
29  111  435  236275.905467788
29  112  438  236216.003646928
29  113  438  236181.695161556
29  114  432  236157.005219357
29  115  427  236191.834363198
29  116  429  236231.878835413
29  117  434  236227.769774912
29  118  437  236247.581829202
29  119  435  236193.279945009
29  120  434  236208.923616623
29  121  433  236204.094854992
29  122  436  236200.293501611
29  123  438  236271.525011238
29  124  435  236251.268829835
29  125  431  236208.705884373
29  126  432  236220.534681704
29  127  436  236262.123370383
30  0  434  236215.641016749
30  1  434  236255.992593468
30  2  428  236193.064319442
30  3  438  236193.91126669
30  4  436  236218.49087519
30  5  438  236217.094349051
30  6  431  236219.014234963
30  7  432  236195.257107527
30  8  432  236209.202714026
30  9  434  236171.12881531
30  10  433  236174.543715146
30  11  436  236178.404350498
30  12  435  236216.96176928
30  13  435  236228.840110223
30  14  432  236181.020249957
30  15  429  236169.576800164
30  16  430  236214.051353664
30  17  433  236214.805078711
30  18  433  236235.964919294
30  19  437  236181.071970405
30  20  431  236234.238238114
30  21  432  236249.378105756
30  22  430  236210.713434575
30  23  437  236225.186613736
30  24  435  236261.032246886
30  25  429  236186.21261756
30  26  434  236212.170746736
30  27  434  236237.016793009
30  28  434  236170.817311818
30  29  432  236233.309747098
30  30  436  236221.37433645
30  31  429  236218.151878058
30  32  439  236190.72884183
30  33  433  236159.723351047
30  34  435  236186.163967626
30  35  436  236216.583005943
30  36  434  236195.665443612
30  37  433  236212.932537991
30  38  437  236212.953592563
30  39  433  236184.013868133
30  40  435  236227.139049898
30  41  429  236182.765834944
30  42  430  236198.635394078
30  43  440  236223.9979271
30  44  427  236290.423621144
30  45  429  236163.766676285
30  46  427  236231.448250111
30  47  432  236247.421095506
30  48  435  236196.797481098
30  49  429  236194.29893383
30  50  428  236185.347414528
30  51  441  236195.27763823
30  52  433  236278.57899301
30  53  431  236208.156013513
30  54  431  236216.119345689
30  55  439  236239.344893786
30  56  434  236200.192805496
30  57  429  236223.500036121
30  58  437  236237.3275407
30  59  436  236213.470991884
30  60  434  236226.191625614
30  61  438  236244.477217644
30  62  436  236245.808004141
30  63  430  236176.023932188
30  64  435  236157.249837711
30  65  433  236193.56728795
30  66  440  236172.527517353
30  67  434  236163.130146719
30  68  429  236185.322374942
30  69  437  236239.738895045
30  70  435  236287.890983199
30  71  431  236186.511950642
30  72  437  236192.459633151
30  73  429  236226.204700846
30  74  434  236211.483071542
30  75  434  236192.608916693
30  76  429  236180.936477435
30  77  432  236178.799995489
30  78  438  236259.199641565
30  79  428  236238.668431306
30  80  438  236216.109369638
30  81  435  236224.374411846
30  82  436  236224.437568454
30  83  435  236211.376638717
30  84  430  236258.861102556
30  85  436  236190.546827548
30  86  435  236250.372463506
30  87  433  236247.18898762
30  88  432  236151.756128801
30  89  433  236240.938009174
30  90  438  236184.808771808
30  91  433  236217.556967366
30  92  432  236213.396851
30  93  435  236166.185765834
30  94  435  236199.631548756
30  95  436  236189.636922443
30  96  436  236202.520547492
30  97  433  236266.148034702
30  98  433  236216.746621716
30  99  433  236205.036023533
30  100  436  236191.291140201
30  101  424  236190.207507012
30  102  434  236213.846445039
30  103  434  236217.613332243
30  104  437  236183.65916706
30  105  436  236241.031301515
30  106  428  236187.561849273
30  107  436  236228.311368497
30  108  437  236221.415288779
30  109  436  236261.256000949
30  110  427  236164.571372841
30  111  432  236266.249649034
30  112  436  236219.147070015
30  113  438  236184.242935788
30  114  433  236169.931351869
30  115  429  236212.224333157
30  116  428  236220.07492539
30  117  432  236209.910409161
30  118  436  236241.128327338
30  119  439  236204.84161256
30  120  430  236212.317685247
30  121  435  236207.898073586
30  122  437  236209.314383271
30  123  441  236280.664767463
30  124  434  236249.302518416
30  125  431  236188.444690419
30  126  431  236217.177751801
30  127  435  236248.378294854
31  0  433  236200.947082708
31  1  436  236272.703136259
31  2  430  236185.65564249
31  3  436  236204.059062975
31  4  437  236222.723878107
31  5  438  236206.827638492
31  6  433  236215.146631251
31  7  432  236197.992690792
31  8  436  236203.495227312
31  9  434  236181.518512863
31  10  430  236187.412400331
31  11  438  236186.383762453
31  12  434  236212.785901665
31  13  437  236243.298879019
31  14  433  236179.91720256
31  15  429  236166.588239865
31  16  428  236208.048094131
31  17  432  236214.637783961
31  18  432  236235.873745043
31  19  438  236209.007112519
31  20  431  236231.091943103
31  21  433  236244.928645901
31  22  432  236226.714716418
31  23  438  236235.773276607
31  24  439  236266.040691959
31  25  428  236181.161603482
31  26  435  236227.053348441
31  27  436  236240.353656536
31  28  431  236179.507810095
31  29  433  236218.242171172
31  30  433  236216.228761395
31  31  429  236214.891531023
31  32  439  236197.915544159
31  33  427  236144.714801672
31  34  433  236177.774905621
31  35  436  236210.879115431
31  36  433  236208.946149061
31  37  431  236227.356032622
31  38  439  236221.113877138
31  39  433  236180.571525051
31  40  437  236217.848749006
31  41  427  236174.486015489
31  42  431  236193.200661902
31  43  438  236229.664474364
31  44  431  236278.882490755
31  45  433  236158.487209792
31  46  428  236225.66933902
31  47  434  236239.906687737
31  48  436  236199.295089166
31  49  431  236204.897315578
31  50  432  236203.392081766
31  51  436  236182.138192883
31  52  433  236252.511689351
31  53  431  236198.897059152
31  54  428  236211.480687347
31  55  438  236233.075799099
31  56  434  236196.266290591
31  57  426  236212.372884158
31  58  436  236236.32955739
31  59  436  236202.883844597
31  60  435  236230.621353812
31  61  436  236252.222065544
31  62  435  236230.941687962
31  63  433  236191.934918509
31  64  435  236163.455443825
31  65  431  236165.42863285
31  66  438  236157.051968945
31  67  434  236158.405337129
31  68  429  236185.807508532
31  69  431  236229.134565185
31  70  433  236276.519827038
31  71  431  236183.046772555
31  72  438  236202.733882494
31  73  432  236217.037941805
31  74  433  236215.330303347
31  75  433  236187.759226581
31  76  432  236174.079899202
31  77  430  236189.872240553
31  78  438  236270.754504876
31  79  429  236240.963387044
31  80  438  236213.939310492
31  81  437  236237.716088704
31  82  436  236224.57502126
31  83  434  236215.288151044
31  84  432  236250.228899824
31  85  436  236210.910626586
31  86  436  236251.975754979
31  87  432  236232.643786384
31  88  432  236165.850097196
31  89  429  236232.769482186
31  90  437  236174.512599897
31  91  435  236219.184409372
31  92  436  236209.837509373
31  93  439  236177.597182446
31  94  436  236204.070905812
31  95  430  236166.73162821
31  96  432  236183.527958237
31  97  431  236257.159425417
31  98  432  236220.380888859
31  99  430  236213.70484542
31  100  433  236195.166859775
31  101  431  236176.816554348
31  102  433  236230.316271833
31  103  433  236219.909991499
31  104  438  236178.444342056
31  105  437  236226.825581663
31  106  425  236194.19281643
31  107  437  236222.149788319
31  108  435  236199.665297529
31  109  438  236254.575967691
31  110  434  236181.816095828
31  111  435  236265.267251286
31  112  435  236220.090422096
31  113  439  236179.334349589
31  114  435  236190.849373347
31  115  434  236214.4109249
31  116  432  236218.892991145
31  117  431  236199.910369062
31  118  435  236235.490111761
31  119  435  236202.888688875
31  120  434  236209.943216783
31  121  434  236214.125947662
31  122  437  236198.243538048
31  123  441  236271.745332263
31  124  437  236239.589600427
31  125  436  236187.548031204
31  126  429  236209.953961718
31  127  434  236223.57345425
32  0  431  236214.769075595
32  1  434  236280.405452231
32  2  430  236186.749846971
32  3  440  236208.956178108
32  4  434  236208.386346606
32  5  436  236205.381077395
32  6  432  236242.347406769
32  7  431  236195.478893456
32  8  433  236212.66579831
32  9  434  236149.409946088
32  10  439  236187.000438788
32  11  437  236177.732110725
32  12  434  236228.616720588
32  13  437  236226.010117844
32  14  432  236181.891003297
32  15  431  236201.36140554
32  16  429  236202.019747415
32  17  435  236206.922670902
32  18  432  236217.961695219
32  19  437  236221.316112667
32  20  432  236238.24947838
32  21  433  236224.643517492
32  22  430  236232.906992705
32  23  439  236251.555057112
32  24  436  236260.080486622
32  25  430  236171.234302693
32  26  436  236248.105653309
32  27  437  236245.272386712
32  28  434  236198.849331178
32  29  430  236224.354617953
32  30  429  236201.401165212
32  31  428  236211.828066016
32  32  437  236199.762769015
32  33  430  236139.251244906
32  34  432  236169.979762688
32  35  436  236201.891331739
32  36  431  236205.151208835
32  37  433  236226.663741434
32  38  434  236227.699185618
32  39  435  236172.237378403
32  40  438  236213.080460084
32  41  423  236177.153734164
32  42  429  236192.709539685
32  43  435  236226.637049448
32  44  430  236288.495498625
32  45  431  236145.93544402
32  46  431  236236.445870543
32  47  432  236246.931111096
32  48  436  236201.529815834
32  49  428  236200.106858543
32  50  429  236195.890826777
32  51  438  236176.412627162
32  52  435  236270.967259694
32  53  431  236197.282553711
32  54  432  236209.228830568
32  55  437  236236.269349407
32  56  436  236189.303005937
32  57  427  236235.613219573
32  58  434  236236.330163394
32  59  435  236208.116523668
32  60  435  236228.602546441
32  61  435  236262.231122665
32  62  435  236223.250278619
32  63  431  236185.302266504
32  64  433  236187.499839609
32  65  430  236161.862916068
32  66  434  236165.229069946
32  67  432  236163.157280416
32  68  431  236182.263242137
32  69  436  236248.086134839
32  70  434  236278.873170665
32  71  432  236188.38790112
32  72  436  236210.575301778
32  73  431  236222.1023514
32  74  431  236226.269768063
32  75  436  236208.289324468
32  76  430  236168.491574815
32  77  433  236200.580416289
32  78  436  236261.208706034
32  79  434  236240.145368705
32  80  436  236207.915355908
32  81  431  236254.774163799
32  82  434  236221.879068622
32  83  435  236207.959432226
32  84  432  236242.974740471
32  85  438  236181.868821533
32  86  439  236258.577424197
32  87  433  236255.762468991
32  88  432  236147.656089017
32  89  433  236240.558967529
32  90  434  236165.605346952
32  91  431  236206.90112731
32  92  434  236215.516126755
32  93  438  236177.90566163
32  94  436  236194.792590771
32  95  434  236161.11945748
32  96  435  236167.926780456
32  97  432  236267.115143055
32  98  431  236224.328924842
32  99  428  236234.101392602
32  100  436  236221.265579683
32  101  431  236178.008960591
32  102  434  236232.282440967
32  103  432  236215.153800272
32  104  439  236172.80029534
32  105  435  236230.997587925
32  106  426  236172.378793421
32  107  437  236210.38358321
32  108  437  236180.004118151
32  109  438  236250.608364454
32  110  433  236187.202361689
32  111  435  236249.903706
32  112  436  236249.155179855
32  113  437  236176.531668208
32  114  435  236185.172413473
32  115  432  236203.685683192
32  116  434  236208.768948014
32  117  430  236191.979135688
32  118  436  236217.357369527
32  119  436  236176.137124946
32  120  435  236223.098990738
32  121  435  236216.536489591
32  122  439  236210.70850482
32  123  441  236295.508681975
32  124  433  236245.258759059
32  125  438  236193.538242621
32  126  431  236231.704085294
32  127  437  236232.493047726
33  0  430  236225.774505022
33  1  435  236261.946182411
33  2  430  236200.360142423
33  3  440  236210.964218865
33  4  433  236219.862268217
33  5  439  236228.830646715
33  6  430  236252.84338342
33  7  430  236178.709909759
33  8  434  236208.123218131
33  9  430  236153.169909701
33  10  437  236184.265562353
33  11  438  236182.505660081
33  12  437  236231.271624172
33  13  436  236230.562154019
33  14  431  236176.020669948
33  15  438  236180.72878522
33  16  431  236205.522976223
33  17  432  236185.880470624
33  18  434  236224.007772429
33  19  437  236213.401009492
33  20  432  236248.831698435
33  21  431  236224.701101452
33  22  430  236250.107227038
33  23  441  236251.575249431
33  24  432  236267.379724309
33  25  434  236170.407184503
33  26  434  236248.875264434
33  27  436  236240.069768655
33  28  430  236183.384195067
33  29  433  236224.585695187
33  30  432  236182.424630506
33  31  428  236216.810876602
33  32  436  236192.414545666
33  33  432  236158.70315408
33  34  437  236187.85702627
33  35  433  236194.819111444
33  36  432  236178.315926158
33  37  432  236244.542661262
33  38  432  236228.93679002
33  39  436  236169.753558853
33  40  436  236225.61489979
33  41  427  236171.851867518
33  42  430  236194.321842785
33  43  435  236215.606382194
33  44  429  236263.038802458
33  45  433  236138.30954286
33  46  427  236244.596799506
33  47  435  236237.332463436
33  48  436  236229.345147665
33  49  424  236164.037430951
33  50  432  236193.630268973
33  51  436  236173.898644346
33  52  434  236274.703140816
33  53  431  236202.859763645
33  54  434  236240.473917105
33  55  441  236256.954497894
33  56  435  236190.537083382
33  57  432  236234.598672512
33  58  435  236214.166995489
33  59  437  236188.514409493
33  60  433  236214.17067438
33  61  436  236259.540785324
33  62  436  236232.091082344
33  63  429  236189.998503579
33  64  435  236202.981560366
33  65  436  236174.243218013
33  66  436  236163.04459186
33  67  437  236176.773830842
33  68  431  236172.388408539
33  69  438  236257.619350961
33  70  433  236284.402181996
33  71  433  236206.233974305
33  72  435  236199.767196432
33  73  431  236216.589967162
33  74  428  236212.520940372
33  75  432  236210.138601491
33  76  429  236176.429720472
33  77  433  236187.910204379
33  78  437  236247.443796077
33  79  436  236249.631362602
33  80  431  236210.713568675
33  81  433  236253.696543289
33  82  433  236197.855346512
33  83  437  236206.809958843
33  84  428  236229.600557848
33  85  436  236206.802716417
33  86  437  236275.807895012
33  87  433  236262.502151212
