t  net  edges  BIC
307  120  427  236218.169123381
307  121  435  236241.203340197
307  122  432  236207.950249642
307  123  431  236240.692222448
307  124  433  236197.024640333
307  125  436  236197.610339499
307  126  436  236191.343866826
307  127  437  236196.552920823
308  0  436  236187.432884814
308  1  431  236254.840135281
308  2  429  236194.151202927
308  3  427  236203.322256669
308  4  439  236189.352445612
308  5  435  236193.145589146
308  6  436  236214.245426578
308  7  437  236229.07916233
308  8  429  236166.296900391
308  9  435  236153.440049187
308  10  434  236186.257379207
308  11  436  236207.569344055
308  12  436  236235.991343257
308  13  433  236183.31375058
308  14  435  236190.605230492
308  15  435  236160.992631598
308  16  435  236212.174118145
308  17  438  236194.897582868
308  18  436  236187.824196265
308  19  434  236174.788350092
308  20  431  236216.115442327
308  21  434  236199.362791237
308  22  430  236190.002543363
308  23  431  236167.936898437
308  24  434  236202.716683349
308  25  432  236170.893798181
308  26  438  236220.821739293
308  27  433  236212.516383477
308  28  435  236179.45029252
308  29  434  236210.008148708
308  30  438  236207.420850904
308  31  431  236170.480465119
308  32  437  236188.003208183
308  33  431  236157.069883929
308  34  436  236182.303671243
308  35  434  236194.62568421
308  36  432  236196.984258822
308  37  433  236272.50325434
308  38  432  236151.542363063
308  39  431  236173.157384622
308  40  435  236236.115200614
308  41  435  236164.720375711
308  42  435  236200.274943489
308  43  437  236187.922568521
308  44  438  236247.710396949
308  45  435  236117.906797953
308  46  432  236211.316682968
308  47  435  236250.93839196
308  48  436  236169.341164478
308  49  438  236256.613867131
308  50  428  236161.87956002
308  51  436  236230.01531203
308  52  439  236249.693008109
308  53  435  236177.717336075
308  54  434  236212.572843131
308  55  444  236213.05720318
308  56  433  236188.506584188
308  57  435  236203.43529959
308  58  435  236228.23256633
308  59  437  236217.929466357
308  60  435  236195.965582609
308  61  429  236190.153506488
308  62  431  236283.429340401
308  63  435  236204.942305804
308  64  434  236154.754362935
308  65  431  236122.529722251
308  66  434  236171.985045271
308  67  438  236164.573490419
308  68  435  236193.160336274
308  69  436  236193.520645682
308  70  435  236267.903716177
308  71  437  236196.583360618
308  72  431  236183.435118193
308  73  437  236181.101102745
308  74  429  236158.02014
308  75  432  236177.182291457
308  76  430  236198.158254239
308  77  436  236183.470447505
308  78  439  236214.538275929
308  79  435  236287.904644563
308  80  430  236186.978773439
308  81  435  236189.173036093
308  82  429  236143.914510341
308  83  432  236168.614905642
308  84  433  236184.074344453
308  85  432  236225.87355193
308  86  431  236218.616464194
308  87  437  236211.589729047
308  88  437  236157.479074356
308  89  436  236218.68630373
308  90  432  236196.079885139
308  91  437  236214.921290642
308  92  442  236183.535816703
308  93  430  236205.91098132
308  94  435  236184.894539631
308  95  437  236220.757320817
308  96  427  236176.109250776
308  97  438  236241.915081839
308  98  435  236190.756531137
308  99  430  236231.793968229
308  100  435  236172.827558689
308  101  433  236148.530997484
308  102  436  236160.261272394
308  103  430  236173.610319498
308  104  433  236249.128257234
308  105  438  236219.504088428
308  106  432  236165.714063188
308  107  435  236213.234715277
308  108  437  236187.630889955
308  109  436  236209.591644036
308  110  431  236166.46278719
308  111  440  236300.765219485
308  112  429  236231.193837751
308  113  432  236168.350991183
308  114  439  236177.024909202
308  115  434  236169.608424607
308  116  434  236159.082691463
308  117  435  236248.090692205
308  118  436  236238.808965952
308  119  435  236189.381755736
308  120  429  236205.312259989
308  121  434  236232.338238782
308  122  434  236207.899508317
308  123  438  236250.527597771
308  124  432  236211.20923539
308  125  436  236191.525848995
308  126  436  236206.437288749
308  127  440  236194.772999868
309  0  431  236158.538271372
309  1  431  236235.690506177
309  2  429  236189.782638471
309  3  429  236200.903237026
309  4  438  236178.259621731
309  5  436  236191.383228139
309  6  434  236203.404137675
309  7  434  236219.85027734
309  8  431  236159.47978286
309  9  430  236152.714773513
309  10  435  236192.196591462
309  11  431  236194.839826853
309  12  435  236221.011940534
309  13  433  236188.567080817
309  14  434  236184.383463828
309  15  436  236163.150472553
309  16  432  236238.413371187
309  17  438  236201.600087725
309  18  435  236177.557660795
309  19  436  236156.889903824
309  20  430  236225.542818593
309  21  435  236214.623222157
309  22  431  236185.071254826
309  23  431  236169.858959699
309  24  433  236204.714593911
309  25  430  236164.159713018
309  26  435  236226.69234424
309  27  434  236210.556096287
309  28  436  236180.544363039
309  29  434  236197.505691094
309  30  433  236205.742278843
309  31  433  236171.273666904
309  32  436  236201.122126852
309  33  433  236153.401525132
309  34  435  236193.51813638
309  35  433  236199.859602683
309  36  431  236210.227623918
309  37  431  236272.096363997
309  38  434  236168.577317604
309  39  431  236167.477357892
309  40  434  236224.024341322
309  41  433  236183.598575673
309  42  437  236210.796759657
309  43  432  236184.505980337
309  44  439  236260.773624889
309  45  435  236144.823757578
309  46  434  236244.967834068
309  47  436  236246.060544882
309  48  434  236168.908871581
309  49  437  236246.257175931
309  50  432  236184.302183034
309  51  436  236243.144776707
309  52  439  236259.889658145
309  53  435  236178.735213308
309  54  432  236212.287484022
309  55  441  236221.479489145
309  56  433  236211.391009699
309  57  435  236224.548346646
309  58  430  236235.234231873
309  59  437  236212.251982196
309  60  437  236199.003575252
309  61  434  236189.412641044
309  62  427  236264.068069213
309  63  434  236222.236389087
309  64  434  236143.256145416
309  65  432  236127.098688244
309  66  433  236152.851803654
309  67  436  236161.453481123
309  68  436  236218.219207684
309  69  434  236186.927689055
309  70  431  236270.509515845
309  71  438  236180.168928888
309  72  431  236190.799857038
309  73  436  236166.138884734
309  74  428  236165.820883927
309  75  428  236149.639407931
309  76  432  236201.976491849
309  77  430  236184.030541064
309  78  434  236188.84798856
309  79  435  236268.723596299
309  80  434  236193.036197022
309  81  434  236209.820085111
309  82  429  236149.464514141
309  83  433  236165.189841319
309  84  433  236194.973454157
309  85  434  236219.828721775
309  86  431  236219.31875882
309  87  435  236193.086182598
309  88  437  236161.137978068
309  89  436  236215.704774804
309  90  430  236203.753223911
309  91  439  236203.478454427
309  92  442  236198.578655957
309  93  430  236217.178504181
309  94  436  236186.95402879
309  95  437  236216.962394392
309  96  427  236176.505120906
309  97  436  236228.489907992
309  98  435  236206.342889195
309  99  430  236237.995242488
309  100  437  236186.317140888
309  101  433  236148.703209811
309  102  436  236172.660462979
309  103  432  236183.802231916
309  104  434  236247.693181008
309  105  437  236220.000304882
309  106  431  236162.884951239
309  107  436  236204.622908142
309  108  438  236195.472160968
309  109  437  236199.657290014
309  110  431  236170.526845807
309  111  437  236288.58479376
309  112  427  236228.637527375
309  113  434  236161.15694144
309  114  441  236179.459910541
309  115  436  236174.462846122
309  116  434  236181.418115423
309  117  432  236244.311464836
309  118  436  236229.575748616
309  119  437  236188.997333273
309  120  430  236211.132300317
309  121  430  236238.554050012
309  122  432  236206.861118484
309  123  436  236259.361616401
309  124  434  236208.118610567
309  125  432  236207.050945718
309  126  435  236199.765873208
309  127  440  236192.64749695
310  0  433  236167.846675983
310  1  431  236220.722725665
310  2  432  236183.690707979
310  3  433  236173.811611521
310  4  435  236191.779181198
310  5  436  236210.890937168
310  6  438  236193.136636327
310  7  430  236213.395526291
310  8  431  236172.750119167
310  9  431  236162.774717045
310  10  435  236185.613055697
310  11  436  236191.90693185
310  12  432  236208.475330533
310  13  432  236186.129137901
310  14  436  236186.540338073
310  15  434  236158.698809387
310  16  436  236217.747625497
310  17  437  236213.088915507
310  18  435  236175.223139395
310  19  435  236152.160912175
310  20  428  236204.555330807
310  21  434  236207.421368276
310  22  431  236194.051486376
310  23  430  236172.535551145
310  24  436  236209.535833729
310  25  434  236177.596937636
310  26  438  236218.548186009
310  27  437  236228.055433718
310  28  434  236181.948842258
310  29  440  236210.561466198
310  30  431  236206.551785037
310  31  429  236161.811442627
310  32  437  236188.858940569
310  33  439  236184.063686464
310  34  434  236194.187517676
310  35  436  236196.477563461
310  36  431  236203.383410201
310  37  430  236261.528375367
310  38  435  236179.213605933
310  39  428  236162.03536933
310  40  436  236221.473257965
310  41  432  236175.657032961
310  42  440  236210.504532746
310  43  431  236210.61532846
310  44  436  236257.653438814
310  45  435  236135.122906352
310  46  435  236239.999913965
310  47  432  236245.126774433
310  48  434  236174.18698165
310  49  436  236251.526203478
310  50  432  236189.067857532
310  51  437  236240.150187184
310  52  439  236254.975560741
310  53  432  236148.455224913
310  54  435  236218.956966515
310  55  440  236208.207343576
310  56  427  236212.343116169
310  57  435  236224.683910146
310  58  431  236239.565247446
310  59  434  236213.141249495
310  60  435  236188.485438435
310  61  430  236202.899977744
310  62  430  236249.206209947
310  63  434  236226.087632445
310  64  434  236172.18370807
310  65  432  236112.17736578
310  66  432  236143.819774269
310  67  437  236144.981986321
310  68  439  236211.839470342
310  69  436  236203.002107154
310  70  432  236288.313998704
310  71  439  236203.981707876
310  72  433  236165.828956217
310  73  437  236175.669117164
310  74  428  236180.082538994
310  75  431  236165.422434607
310  76  430  236180.385223492
310  77  433  236187.253810828
310  78  432  236191.059666554
310  79  437  236269.302282289
310  80  433  236195.878671984
310  81  436  236185.209667898
310  82  434  236167.583910355
310  83  439  236181.456407711
310  84  433  236195.968093837
310  85  433  236214.790906439
310  86  431  236206.27979477
310  87  437  236193.162666671
310  88  435  236151.779771214
310  89  435  236227.925908424
310  90  432  236201.376808711
310  91  438  236211.299316236
310  92  440  236191.593597985
310  93  431  236193.102371192
310  94  436  236187.410718883
310  95  436  236217.388900472
310  96  429  236183.886937095
310  97  434  236243.780917021
310  98  433  236186.421152184
310  99  429  236219.175539448
310  100  436  236196.457030152
310  101  433  236160.900667381
310  102  435  236174.643455556
310  103  434  236183.147270982
310  104  430  236220.707988039
310  105  438  236222.686522062
310  106  433  236176.332592877
310  107  436  236196.264443233
310  108  437  236208.360908519
310  109  435  236207.912903912
310  110  428  236162.526340876
310  111  437  236287.807202729
310  112  433  236224.958260337
310  113  432  236149.883521352
310  114  440  236183.470910937
310  115  437  236173.620466501
310  116  432  236172.868628991
310  117  433  236233.554609882
310  118  435  236225.184106615
310  119  437  236186.649057215
310  120  433  236219.868097103
310  121  432  236234.177609519
310  122  431  236200.680211355
310  123  436  236261.44815799
310  124  431  236195.94373601
310  125  434  236194.878157339
310  126  434  236203.322399924
310  127  441  236192.336172812
311  0  435  236165.115175943
311  1  430  236235.612176408
311  2  433  236179.010815589
311  3  432  236186.647285754
311  4  436  236181.973055408
311  5  437  236194.089140933
311  6  436  236194.037495174
311  7  431  236194.394513701
311  8  431  236166.673929766
311  9  434  236167.014348502
311  10  435  236193.935678787
311  11  436  236192.852478557
311  12  434  236207.489029101
311  13  431  236165.454256917
311  14  432  236203.95894596
311  15  433  236184.910592499
311  16  436  236212.247632872
311  17  436  236204.623473594
311  18  435  236198.344670588
311  19  437  236180.233570322
311  20  430  236195.592728864
311  21  434  236214.695677228
311  22  430  236187.645229418
311  23  430  236179.840565156
311  24  436  236209.187853862
311  25  435  236176.415130916
311  26  435  236226.660836201
311  27  437  236212.365027878
311  28  434  236183.291819038
311  29  437  236221.267535223
311  30  433  236212.214928516
311  31  430  236178.302373995
311  32  438  236201.609086225
311  33  439  236215.478533813
311  34  437  236211.549260709
311  35  434  236190.25127967
311  36  431  236218.034822189
311  37  426  236249.754246751
311  38  434  236170.756728518
311  39  433  236153.574637686
311  40  437  236218.58231238
311  41  434  236193.695849197
311  42  438  236210.5844499
311  43  434  236225.251280939
311  44  437  236241.619220805
311  45  434  236139.220085051
311  46  436  236259.740052328
311  47  428  236261.824067376
311  48  434  236167.095541803
311  49  436  236250.662670954
311  50  431  236195.206713114
311  51  431  236229.901749182
311  52  437  236258.761213081
311  53  431  236169.733702277
311  54  433  236204.27974947
311  55  441  236193.921736912
311  56  429  236218.063901159
311  57  433  236205.742633774
311  58  429  236228.630848767
311  59  434  236221.978185974
311  60  431  236171.214724894
311  61  432  236191.694741083
311  62  429  236260.017240523
311  63  436  236228.732953795
311  64  434  236141.50207923
311  65  432  236111.704222953
311  66  432  236151.216254797
311  67  437  236133.956532081
311  68  438  236194.111602701
311  69  437  236193.010205457
311  70  433  236262.330999583
311  71  433  236207.584209478
311  72  434  236177.773502434
311  73  437  236174.695835265
311  74  430  236192.970214147
311  75  432  236167.318866134
311  76  432  236197.0222183
311  77  434  236175.666544054
311  78  435  236199.265852446
311  79  434  236267.385537252
311  80  430  236204.679706208
311  81  438  236179.413427687
311  82  434  236159.321948062
311  83  439  236193.975550407
311  84  432  236194.503216629
311  85  434  236210.906675885
311  86  429  236204.369543586
311  87  435  236200.883625811
311  88  438  236167.468334066
311  89  435  236207.655613877
311  90  433  236215.600067305
311  91  438  236215.523280805
311  92  438  236198.624545693
311  93  432  236212.727054343
311  94  436  236179.010136098
311  95  434  236190.955378768
311  96  428  236202.29247888
311  97  437  236223.424412049
311  98  433  236167.745166997
311  99  431  236210.188195525
311  100  437  236179.221809286
311  101  435  236162.384782715
311  102  435  236180.130597896
311  103  433  236173.990572598
311  104  433  236229.205078617
311  105  438  236227.197887529
311  106  432  236169.747138827
311  107  438  236192.85267354
311  108  435  236184.205595895
311  109  433  236210.96072745
311  110  431  236161.216788636
311  111  437  236292.64891528
311  112  434  236236.782953472
311  113  433  236167.959693231
311  114  439  236198.072804789
311  115  438  236171.284732096
311  116  433  236189.780309252
311  117  436  236228.163898993
311  118  435  236236.454373935
311  119  437  236171.290764499
311  120  430  236221.053268175
311  121  433  236219.358727954
311  122  430  236197.964392281
311  123  433  236270.198626369
311  124  431  236204.285210149
311  125  437  236200.122566777
311  126  435  236212.732199971
311  127  438  236175.942980892
312  0  438  236161.023961784
312  1  430  236243.060738821
312  2  428  236187.848147323
312  3  431  236183.040936967
312  4  434  236182.074480763
312  5  435  236196.34920965
312  6  439  236203.935658905
312  7  432  236201.536537591
312  8  434  236164.01003573
312  9  435  236150.570214724
312  10  434  236178.678570358
312  11  436  236186.978046733
312  12  435  236180.392051552
312  13  434  236173.808846815
312  14  430  236186.500425546
312  15  435  236189.242780843
312  16  436  236203.073917472
312  17  437  236218.06885394
312  18  433  236171.666829893
312  19  434  236163.594801119
312  20  429  236188.479899168
312  21  434  236193.14069252
312  22  430  236192.629245018
312  23  433  236172.131569287
312  24  433  236222.923675376
312  25  433  236183.918127796
312  26  435  236236.018443077
312  27  435  236209.581510238
312  28  437  236195.751881517
312  29  438  236228.935282584
312  30  434  236199.796260926
312  31  432  236192.048749847
312  32  436  236198.140251542
312  33  437  236199.98148949
312  34  435  236218.325654109
312  35  434  236200.385578612
312  36  430  236183.843095869
312  37  427  236241.588764216
312  38  430  236159.298649917
312  39  433  236143.181760013
312  40  436  236229.443512497
312  41  433  236200.424862127
312  42  441  236201.51551761
312  43  434  236236.705908355
312  44  439  236244.093836755
312  45  434  236148.115858003
312  46  435  236266.53797527
312  47  431  236242.458461418
312  48  435  236164.193853574
312  49  439  236248.269277744
312  50  430  236193.018129314
312  51  431  236227.555096896
312  52  436  236252.844721495
312  53  434  236168.087219832
312  54  433  236199.742212113
312  55  441  236194.435540647
312  56  428  236214.886678559
312  57  435  236204.04670409
312  58  432  236213.499412292
312  59  437  236216.895560796
312  60  434  236172.377396924
312  61  432  236199.356484522
312  62  428  236271.616642669
312  63  436  236218.003178757
312  64  437  236126.507815298
312  65  432  236127.467917174
312  66  430  236157.716777965
312  67  436  236137.016039442
312  68  438  236204.944348255
312  69  435  236196.685602354
312  70  432  236259.458628489
312  71  439  236197.359634021
312  72  433  236178.740016215
312  73  437  236151.535681959
312  74  432  236202.27130137
312  75  434  236155.490404298
312  76  432  236194.730303427
312  77  437  236195.574381614
312  78  433  236185.263869731
312  79  434  236270.415390862
312  80  430  236209.041322513
312  81  436  236184.264331241
312  82  433  236171.242517908
312  83  437  236205.452753936
312  84  432  236188.754538376
312  85  434  236224.390444669
312  86  430  236220.072213574
312  87  431  236195.878699425
312  88  436  236151.164366727
312  89  435  236214.421080205
312  90  432  236234.921413192
312  91  438  236210.892452177
312  92  434  236180.244799951
312  93  433  236214.582812167
312  94  433  236170.376228618
312  95  434  236174.030370578
312  96  430  236202.591387327
312  97  439  236238.138414469
312  98  434  236163.997933028
312  99  432  236196.378873766
312  100  438  236175.746151031
312  101  436  236165.516159564
312  102  432  236181.3130527
312  103  430  236188.72188699
312  104  436  236226.59971035
312  105  438  236227.287142746
312  106  433  236172.674683484
312  107  436  236203.780262366
312  108  436  236192.534458232
312  109  433  236225.08536052
312  110  430  236184.103700378
312  111  436  236297.425017778
312  112  437  236270.641326153
312  113  432  236149.580190469
312  114  439  236211.03574747
312  115  435  236156.736518225
312  116  433  236185.289693957
312  117  432  236223.831541111
312  118  434  236254.599586091
312  119  436  236182.942297336
312  120  429  236207.491693787
312  121  436  236226.371564017
312  122  432  236217.192425431
312  123  435  236288.338312775
312  124  429  236202.1276312
312  125  438  236199.855423265
312  126  434  236203.317043867
312  127  437  236190.888384086
313  0  439  236157.913172418
313  1  430  236232.102107039
313  2  432  236199.151994585
313  3  433  236186.197998851
313  4  433  236174.066749425
313  5  438  236190.071012102
313  6  436  236191.088560671
313  7  433  236196.950818472
313  8  432  236157.690335027
313  9  435  236149.218791501
313  10  435  236188.322914389
313  11  434  236211.933946514
313  12  433  236172.134371134
313  13  433  236175.784667299
313  14  430  236219.993738541
313  15  434  236186.402619265
313  16  436  236205.272185573
313  17  437  236208.363326813
313  18  432  236171.149264977
313  19  433  236168.840413375
313  20  430  236204.639504976
313  21  436  236201.944646098
313  22  429  236199.069480842
313  23  432  236173.603806021
313  24  436  236221.369583258
313  25  433  236187.287272345
313  26  437  236244.649940828
313  27  435  236206.980917806
313  28  434  236183.688181942
313  29  433  236224.373849897
313  30  433  236180.73257474
313  31  432  236191.825292249
313  32  436  236200.045922666
313  33  437  236186.180165227
313  34  432  236205.694485298
313  35  433  236178.096227017
313  36  432  236179.976508252
313  37  431  236246.294914117
313  38  431  236165.822717027
313  39  433  236147.98594721
313  40  433  236241.996671211
313  41  427  236185.244606613
313  42  438  236206.512588903
313  43  434  236237.077828853
313  44  438  236223.376963703
313  45  434  236145.606315572
313  46  436  236274.77256104
313  47  436  236246.483892114
313  48  432  236157.340951946
313  49  438  236249.18348531
313  50  429  236196.49631938
313  51  427  236218.540398991
313  52  438  236229.83900485
313  53  434  236182.121380803
313  54  430  236190.719627914
313  55  442  236197.984426456
313  56  429  236214.65599399
313  57  435  236198.810895015
313  58  430  236229.830689308
313  59  433  236208.801354009
313  60  435  236175.073620001
313  61  432  236196.311482733
313  62  426  236297.968207292
313  63  438  236231.007422028
313  64  437  236127.664711125
313  65  430  236123.542279582
313  66  429  236153.217408365
313  67  433  236136.607921675
313  68  439  236223.751149239
313  69  436  236194.098219188
313  70  431  236247.581692712
313  71  440  236221.928819922
313  72  432  236186.372232834
313  73  436  236163.770781798
313  74  433  236197.577983523
313  75  435  236155.443186915
313  76  431  236184.746927962
313  77  435  236202.1649877
313  78  436  236171.700512029
313  79  433  236253.647031902
313  80  432  236196.751667694
313  81  437  236191.905390598
313  82  434  236176.617161079
313  83  433  236173.704461925
313  84  429  236207.893702628
313  85  435  236223.736915742
313  86  431  236216.486672395
313  87  433  236185.206021445
313  88  437  236163.394045286
313  89  438  236221.924827768
313  90  432  236243.002165448
313  91  440  236216.577956437
313  92  435  236193.624407667
313  93  433  236216.070717402
313  94  435  236183.27406539
313  95  432  236176.140366179
313  96  432  236181.730529348
313  97  440  236245.396083856
313  98  433  236157.400718499
313  99  433  236192.476224609
313  100  434  236161.138590534
313  101  437  236175.432314382
313  102  434  236187.686758387
313  103  432  236188.092375608
313  104  435  236234.827066433
313  105  438  236242.414030043
313  106  431  236165.793380506
313  107  436  236231.285139261
313  108  435  236195.54535256
313  109  432  236219.217817461
313  110  430  236166.249473893
313  111  435  236270.958941489
313  112  434  236267.113350035
313  113  428  236153.903825174
313  114  440  236210.65516815
313  115  433  236163.71210754
313  116  435  236199.771749951
313  117  435  236232.365408945
313  118  434  236255.606396505
313  119  437  236190.779259104
313  120  431  236209.526974921
313  121  436  236214.446489001
313  122  433  236223.605942684
313  123  435  236266.434233728
313  124  428  236212.544824791
313  125  438  236204.250413852
313  126  431  236196.787856325
313  127  438  236222.61121134
314  0  437  236172.600355604
314  1  432  236238.124388226
314  2  434  236200.53598985
314  3  433  236178.290971175
314  4  432  236184.206004629
314  5  439  236196.843428232
314  6  434  236187.129295825
314  7  434  236191.99409853
314  8  432  236173.040649478
314  9  431  236141.666593461
314  10  436  236204.252767986
314  11  434  236219.730304074
314  12  431  236182.722475413
314  13  431  236167.978167712
314  14  432  236209.038223984
314  15  437  236196.536128198
314  16  428  236219.948797443
314  17  438  236206.18304205
314  18  432  236177.828234095
314  19  435  236169.14868503
314  20  428  236210.206241399
314  21  435  236215.504475677
314  22  432  236198.050149828
314  23  427  236153.243892763
314  24  437  236216.784632261
314  25  433  236177.279483578
314  26  437  236249.646776712
314  27  436  236202.541997903
314  28  436  236195.386478889
314  29  434  236229.187040524
314  30  433  236189.650135186
314  31  430  236191.608867918
314  32  437  236200.402065344
314  33  434  236193.484800934
314  34  436  236205.688148346
314  35  432  236179.581755888
314  36  430  236191.503619198
314  37  433  236247.844330928
314  38  432  236174.359490708
314  39  433  236157.753445183
314  40  438  236228.906956247
314  41  429  236180.355346696
314  42  439  236224.320435183
314  43  435  236225.856475768
314  44  437  236225.192449576
314  45  433  236140.282104282
314  46  436  236242.722667862
314  47  437  236237.920889738
314  48  431  236163.366828446
314  49  436  236239.522942525
314  50  431  236207.716388918
314  51  430  236246.038565103
314  52  435  236210.37178662
314  53  433  236167.372523091
314  54  430  236203.305063578
314  55  441  236192.194313298
314  56  429  236199.347963245
314  57  436  236205.784598918
314  58  429  236227.585506681
314  59  432  236228.419254441
314  60  430  236180.429787712
314  61  431  236182.375725425
314  62  430  236286.082318158
314  63  438  236225.485893486
314  64  436  236127.620354072
314  65  431  236150.398871568
314  66  430  236155.234061444
314  67  435  236139.843179928
314  68  440  236201.514773448
314  69  437  236198.134085904
314  70  431  236274.451619808
314  71  439  236219.798687584
314  72  434  236178.430159956
314  73  437  236160.521656645
314  74  431  236202.057287079
314  75  433  236167.257767059
314  76  432  236189.313210096
314  77  435  236220.280334136
314  78  434  236181.250930605
314  79  435  236263.532441673
314  80  431  236186.812349336
314  81  439  236190.54071366
314  82  433  236168.637005369
314  83  436  236184.087596995
314  84  429  236222.483291616
314  85  430  236207.048099899
314  86  434  236217.036897839
314  87  437  236187.020870318
314  88  436  236160.500430928
314  89  439  236229.588125402
314  90  432  236238.272261156
314  91  438  236215.41550882
314  92  433  236188.218771008
314  93  432  236207.205764378
314  94  435  236176.376079459
314  95  433  236170.888583131
314  96  433  236174.745068735
314  97  438  236253.388517292
314  98  435  236172.368310197
314  99  433  236220.542132708
314  100  434  236157.915578334
314  101  437  236167.241816108
314  102  433  236181.462197677
314  103  430  236188.096764738
314  104  437  236222.25395255
314  105  437  236239.592608183
314  106  434  236152.590116267
314  107  434  236225.112235682
314  108  438  236183.491506
314  109  433  236208.005800327
314  110  430  236155.17283048
314  111  438  236275.970581158
314  112  433  236258.455934496
314  113  431  236174.65622971
314  114  441  236193.191828283
314  115  433  236166.385132171
314  116  437  236178.356192898
314  117  436  236232.920998131
314  118  433  236237.587406934
314  119  437  236188.167377662
314  120  432  236200.382274934
314  121  435  236205.712186563
314  122  433  236200.595811806
314  123  431  236248.225773256
314  124  428  236211.017010295
314  125  436  236184.780751356
314  126  430  236187.229446062
314  127  436  236207.039167046
315  0  436  236180.723830956
315  1  430  236227.490329945
315  2  436  236214.220978319
315  3  432  236183.951884563
315  4  434  236194.525067716
315  5  438  236199.364926032
315  6  435  236188.240251723
315  7  436  236210.214942668
315  8  430  236173.984414397
315  9  430  236127.251138085
315  10  438  236193.982569018
315  11  434  236229.002517468
315  12  433  236172.673003209
315  13  435  236194.75269081
315  14  433  236204.13106628
315  15  437  236183.721950592
315  16  431  236220.247048744
315  17  441  236197.200972952
315  18  434  236170.354990257
315  19  437  236174.971462354
315  20  428  236205.689249789
315  21  433  236209.295788497
315  22  434  236193.921318356
315  23  430  236167.191713187
315  24  437  236209.781746373
315  25  435  236184.321718574
315  26  438  236254.567280003
315  27  436  236208.648155259
315  28  437  236196.008788291
315  29  436  236215.313628389
315  30  434  236186.935275579
315  31  434  236195.292541641
315  32  436  236193.294686993
315  33  434  236190.35147017
315  34  436  236204.145835295
315  35  435  236197.055112407
315  36  432  236199.384176132
315  37  431  236236.19332268
315  38  430  236171.461099294
315  39  434  236176.12012186
315  40  436  236237.403836008
315  41  429  236187.278168349
315  42  435  236210.310940297
315  43  433  236221.93654656
315  44  439  236234.105431595
315  45  435  236144.823813866
315  46  437  236248.974815711
315  47  437  236250.674813759
315  48  433  236172.639827407
315  49  435  236250.980303719
315  50  431  236201.626356841
315  51  428  236246.776915708
315  52  435  236225.556949185
315  53  433  236163.92527534
315  54  431  236199.674805995
315  55  443  236199.014306678
315  56  429  236192.779903615
315  57  436  236204.833764011
315  58  427  236224.045017827
315  59  434  236247.270515779
315  60  432  236209.353831411
315  61  434  236187.976087484
315  62  429  236264.567494278
315  63  440  236232.975637375
315  64  437  236139.027633857
315  65  436  236152.311847028
315  66  430  236155.127780221
315  67  436  236136.466615334
315  68  439  236213.774695084
315  69  431  236196.353940473
315  70  431  236262.753297508
315  71  437  236219.913166576
315  72  432  236164.722950992
315  73  436  236162.840686129
315  74  428  236197.932065471
315  75  434  236181.122746601
315  76  434  236181.423156209
315  77  436  236189.012472111
315  78  432  236185.097016227
315  79  434  236242.011470649
315  80  430  236175.991350611
315  81  435  236197.104511621
315  82  435  236169.409226426
315  83  435  236191.023065356
315  84  430  236213.809129537
315  85  431  236197.911698967
315  86  436  236223.351831297
315  87  435  236192.777263263
315  88  438  236147.858680072
315  89  437  236238.197164342
315  90  429  236236.317239884
315  91  435  236205.784924924
315  92  436  236180.771091873
315  93  432  236209.613200327
315  94  436  236181.955895722
315  95  431  236167.310921686
315  96  430  236182.074239358
315  97  439  236262.940153183
315  98  432  236189.616943748
315  99  435  236202.998274892
315  100  431  236180.598111245
315  101  436  236182.529847354
315  102  433  236177.967037091
315  103  430  236200.072039365
315  104  438  236234.52455688
315  105  436  236223.549655575
315  106  436  236168.849707108
315  107  433  236205.687824997
315  108  438  236186.865991409
315  109  433  236214.082954135
315  110  428  236162.138283778
315  111  434  236262.431417127
315  112  432  236251.118677464
315  113  426  236187.539881434
315  114  440  236205.387224883
315  115  433  236175.890330182
315  116  435  236181.8832546
315  117  436  236241.721763317
315  118  434  236245.741757513
315  119  436  236175.89475949
315  120  430  236208.442808063
315  121  434  236210.606436766
315  122  433  236208.883570197
315  123  432  236265.122090531
315  124  428  236212.908176257
315  125  436  236185.73498339
315  126  428  236183.447330474
315  127  434  236200.038544446
316  0  436  236175.190334871
316  1  430  236232.171881799
316  2  436  236223.323593459
316  3  430  236183.188646603
316  4  435  236191.394593131
316  5  437  236192.320669683
316  6  436  236218.671349634
316  7  437  236185.930302326
316  8  431  236181.322907558
316  9  431  236137.842946825
316  10  437  236208.328130358
316  11  432  236225.985145731
316  12  432  236176.488041372
316  13  435  236199.129917979
316  14  435  236203.520952001
316  15  438  236186.892114277
316  16  430  236208.387209381
316  17  441  236176.897443701
316  18  435  236160.228309241
316  19  436  236160.517355622
316  20  426  236202.295362247
316  21  432  236207.580033673
316  22  431  236199.597494056
316  23  433  236175.481405894
316  24  438  236218.264018397
316  25  434  236159.618992549
316  26  437  236244.507007045
316  27  435  236192.710771283
316  28  434  236196.828066793
316  29  434  236211.245585407
316  30  436  236201.264505089
316  31  430  236208.254693644
316  32  437  236195.003706475
316  33  434  236194.527712038
316  34  435  236213.285825191
316  35  434  236181.07212373
316  36  431  236183.885819199
316  37  433  236231.005435301
316  38  433  236148.759242211
316  39  432  236176.745089003
316  40  434  236221.521936547
316  41  430  236199.920493366
316  42  441  236191.337536042
316  43  431  236221.35315705
